0.000000000000000000e+00 0.000000000000000000e+00
2.286977079307256063e-04 0.000000000000000000e+00
4.650857283576846678e-04 0.000000000000000000e+00
7.098363924922052254e-04 0.000000000000000000e+00
9.638406462587615535e-04 0.000000000000000000e+00
1.230876713031515230e-03 3.743828406862445210e-07
1.514441787105847348e-03 1.660821601409060154e-05
1.813464432086653874e-03 1.198166804906115521e-04
2.119090778038394685e-03 4.515803687576300999e-04
2.418114478687685264e-03 1.184518117171740915e-03
2.701676680836128872e-03 2.460606386690212567e-03
2.968708347825639408e-03 4.383664054762134721e-03
3.222786008141170517e-03 7.054862373829453789e-03
3.468448400581824066e-03 1.059849302837814061e-02
3.709392885094274506e-03 1.516511326954856145e-02
3.948041544269727601e-03 2.092190231209258705e-02
4.186719272808963992e-03 2.807291532999787662e-02
4.427749636995553448e-03 3.687222024270151582e-02
4.673551052743810802e-03 4.764098772706756857e-02
4.927817015380267507e-03 6.085177517588179208e-02
5.195085266587766946e-03 7.717751629239825994e-02
5.478936995501068087e-03 9.742993443515884922e-02
5.778312609478330510e-03 1.222137807431490780e-01
6.084357935774046232e-03 1.513170551441058997e-01
6.383856361744114083e-03 1.835505310465772866e-01
6.667938041450455905e-03 2.175599305037542175e-01
6.935527649498031237e-03 2.526223346560581562e-01
7.190132891755266105e-03 2.886485588192793661e-01
7.435546208830955475e-03 3.257344411565314957e-01
7.672662596970377009e-03 3.636318253378520993e-01
7.902152608177451937e-03 4.020950592877817198e-01
8.131730247854641533e-03 4.421798150340524591e-01
8.369119024704212151e-03 4.851327683450282202e-01
8.614999016621709138e-03 5.309757070487736152e-01
8.870264469180650160e-03 5.797107399370188263e-01
9.138707424562162590e-03 6.318785511978646241e-01
9.423839150755057570e-03 6.879548830273140014e-01
9.724577940181659830e-03 7.474022021970030405e-01
1.003200653489940558e-02 8.079227457186958228e-01
1.033281181254026675e-02 8.662745221482035518e-01
1.061804618536209104e-02 9.203135193873676068e-01
1.088660817918029634e-02 9.697125799788598455e-01
1.114208147176373037e-02 1.015136340042913865e+00
1.138902172837496542e-02 1.057377696419048885e+00
1.163113573862402210e-02 1.096981386228907729e+00
1.187084190815753358e-02 1.134187669141964117e+00
1.211045223571991132e-02 1.169146906270277952e+00
1.235226661766022568e-02 1.201926302057894080e+00
1.259866730804097383e-02 1.232521184219990129e+00
1.285329819160532273e-02 1.261000163293633847e+00
1.312062568954122654e-02 1.287412553482625510e+00
1.340413375712353437e-02 1.311588003036204819e+00
1.370265791112440165e-02 1.332879858198609657e+00
1.400728641863500240e-02 1.350206340696476603e+00
1.430484021513914357e-02 1.362803718543073250e+00
1.458655089933529915e-02 1.370941672517378640e+00
1.485143607841275804e-02 1.375575991791054609e+00
1.510305527610918304e-02 1.377604664938897550e+00
1.534522719227201203e-02 1.377554861307036527e+00
1.557889022544274582e-02 1.375706529030669811e+00
1.580475107709618590e-02 1.372319933195606856e+00
1.603042965042329737e-02 1.367527963210164010e+00
1.626352146286285175e-02 1.361250727518929837e+00
1.650468648919872425e-02 1.353393116114153694e+00
1.675479219219233942e-02 1.343859447665006090e+00
1.701754020768778825e-02 1.332597684928987780e+00
1.729635589349209565e-02 1.319745667969013381e+00
1.759018997074100407e-02 1.305723605943451382e+00
1.789037085896827070e-02 1.291208250471169716e+00
1.818396350293333824e-02 1.276986085209470767e+00
1.846230155312824500e-02 1.263733314121735951e+00
1.872436814001797109e-02 1.251823025025805558e+00
1.897370809490146054e-02 1.241320085922978933e+00
1.921480727423034371e-02 1.232111688113052717e+00
1.945131818213051769e-02 1.224023384248707380e+00
1.968563153151537196e-02 1.216875730273945466e+00
1.992003156661250121e-02 1.210477301097905523e+00
2.015679036148659148e-02 1.204643861105506586e+00
2.039826233057434601e-02 1.199222161731519742e+00
2.064804416492345071e-02 1.194115734969956488e+00
2.091055362737780435e-02 1.189349987890866656e+00
2.118926496439251309e-02 1.185102148729781257e+00
2.148309871381868727e-02 1.181593956869067208e+00
2.178333313774652794e-02 1.178852683974131343e+00
2.207697753679796829e-02 1.176703399621346069e+00
2.235532669659842306e-02 1.175061151438637985e+00
2.261734643365281502e-02 1.173996029140734754e+00
2.286651015517207966e-02 1.173534939486595929e+00
2.310656794224215382e-02 1.173552897638620918e+00
2.333842251319993844e-02 1.173839670116363143e+00
2.356274526980749878e-02 1.174246144634256250e+00
2.378708437118995378e-02 1.174744281789534606e+00
2.401899032540143197e-02 1.175300116437048681e+00
2.425912675239602634e-02 1.175759097488627392e+00
2.450835669597667757e-02 1.175952079002666517e+00
2.477036277446906590e-02 1.175857856135487989e+00
2.504855704710550607e-02 1.175633645154680051e+00
2.534189175980588668e-02 1.175462449074789584e+00
2.564170013223740496e-02 1.175326965496567455e+00
2.593503210255972830e-02 1.175073085185066146e+00
2.621318759272795243e-02 1.174718134607841469e+00
2.647512042296323864e-02 1.174455989372229059e+00
2.672436112086390772e-02 1.174452229404636894e+00
2.696539204746695173e-02 1.174754056066617203e+00
2.720186649808148394e-02 1.175306952723847331e+00
2.743617590441933471e-02 1.175995041946319208e+00
2.767060293187064215e-02 1.176678931899639124e+00
2.790741506833807964e-02 1.177215022104700415e+00
2.814895861166333974e-02 1.177480004154348059e+00
2.839881899552350666e-02 1.177417799317352021e+00
2.866140102090308783e-02 1.177081980286093454e+00
2.894016734698121734e-02 1.176640881566067831e+00
2.923403264226975135e-02 1.176268862495092771e+00
2.953427487628100881e-02 1.175953090790788025e+00
2.982790161547071300e-02 1.175550308346969386e+00
3.010620557354343890e-02 1.175098065336710240e+00
3.036815819849817202e-02 1.174817279298208783e+00
3.061724629048240623e-02 1.174857656489177060e+00
3.085723421563254729e-02 1.175177461178588345e+00
3.108903401981278139e-02 1.175621090930296653e+00
3.131331978706910352e-02 1.176080132194004202e+00
3.153763940367543261e-02 1.176555570834656672e+00
3.176954583800872811e-02 1.177029103006791866e+00
3.200970509144050041e-02 1.177358702788084077e+00
3.225897575911917947e-02 1.177387230145890529e+00
3.252102955097692372e-02 1.177102999719863208e+00
3.279926718743329805e-02 1.176672829424422861e+00
3.309263466742327908e-02 1.176293249091677762e+00
3.339246228059748745e-02 1.175964522427592307e+00
3.368579376985528229e-02 1.175546974117162691e+00
3.396392276828785750e-02 1.175062351149787521e+00
3.422580538834563146e-02 1.174700894390811046e+00
3.447498269914180818e-02 1.174622129077297128e+00
3.471595034547964725e-02 1.174867956432323002e+00
3.495237362574613038e-02 1.175379923692436268e+00
3.518665270155579838e-02 1.176039183929347143e+00
3.542107469833630923e-02 1.176703792926133030e+00
3.565790722718278905e-02 1.177227869233741453e+00
3.589949225375538983e-02 1.177485997305141030e+00
3.614940695395201659e-02 1.177420163719323565e+00
3.641204566252358166e-02 1.177082350571679203e+00
3.669086139167335864e-02 1.176639845797985418e+00
3.698476328280347197e-02 1.176266771419475443e+00
3.728502670253522333e-02 1.175950670632900374e+00
3.757865386152023368e-02 1.175548269110546773e+00
3.785693218153547007e-02 1.175096724542864290e+00
3.811883686675170829e-02 1.174816658518538226e+00
3.836786733837529301e-02 1.174857673520068202e+00
3.860780196695713651e-02 1.175178076398299742e+00
3.883956191515331585e-02 1.175622278148233724e+00
3.906382389611793432e-02 1.176081739764144762e+00
3.928813591301916208e-02 1.176557347129325581e+00
3.952005367775460881e-02 1.177030836146533366e+00
3.976024547236407108e-02 1.177360241144007391e+00
4.000956538449002009e-02 1.177388311257127729e+00
4.027167424842528765e-02 1.177103201730331339e+00
4.054996143659999469e-02 1.176671832974730547e+00
4.084336662935423440e-02 1.176291215881188679e+00
4.114321715217315184e-02 1.175962154280738581e+00
4.143655068527631047e-02 1.175545004927759374e+00
4.171465485203770113e-02 1.175061128094142093e+00
4.197648834378402138e-02 1.174700422345989814e+00
4.222560297893596104e-02 1.174622241032665881e+00
4.246650781453690376e-02 1.174868464769876386e+00
4.270288023196017191e-02 1.175380718413264081e+00
4.293712917908409227e-02 1.176040244728089323e+00
4.317154628587725751e-02 1.176705131064306409e+00
4.340839931998968088e-02 1.177229433193279551e+00
4.365002593403402575e-02 1.177487568777831228e+00
4.389999504749399206e-02 1.177421317977189519e+00
4.416269051233293053e-02 1.177082569597173167e+00
4.444155566726277345e-02 1.176638806264480142e+00
4.473549410869623322e-02 1.176264677715011198e+00
4.503577861332944826e-02 1.175948248787421546e+00
4.532940607610841388e-02 1.175546229848931201e+00
4.560765866239700761e-02 1.175095385671351966e+00
4.586951534724416357e-02 1.174816041111118592e+00
4.611848817078869484e-02 1.174857694421064025e+00
4.635836950108902094e-02 1.175178695093640924e+00
4.659008961528943865e-02 1.175623467958542889e+00
4.681432785406867969e-02 1.176083348903305792e+00
4.703863233267686905e-02 1.176559123876247615e+00
4.727056150099433196e-02 1.177032568484713826e+00
4.751078591777157384e-02 1.177361777475773197e+00
4.776015515720442861e-02 1.177389389436139577e+00
4.802231915970655435e-02 1.177103400343966877e+00
4.830065592111825595e-02 1.176670833113368841e+00
4.859409878279425526e-02 1.176289179634780080e+00
4.889397211669871401e-02 1.175959783998063113e+00
4.918730757990208424e-02 1.175543035249024371e+00
4.946538682286329841e-02 1.175059906536950916e+00
4.972717113153658081e-02 1.174699953418953724e+00
4.997622307093303046e-02 1.174622356923702426e+00
5.021706509905923127e-02 1.174868976953135302e+00
5.045338667073213240e-02 1.175381516103250812e+00
5.068760551754252636e-02 1.176041307109116252e+00
5.092201777756224373e-02 1.176706469229960472e+00
5.115889137978179430e-02 1.177230995787142520e+00
5.140055966310523583e-02 1.177489137876466030e+00
5.165058327864113091e-02 1.177422469273629257e+00
5.191333557075512861e-02 1.177082785436639245e+00
5.219225017380599990e-02 1.176637763659767355e+00
5.248622511980999272e-02 1.176262581383068717e+00
5.278653060833242427e-02 1.175945825259435251e+00
5.308015825879004723e-02 1.175544190568410752e+00
5.335838501569584863e-02 1.175094048728120510e+00
5.362019363966017554e-02 1.174815427080908137e+00
5.386910878756780152e-02 1.174857719196304773e+00
5.410893681802525501e-02 1.175179317268162160e+00
5.434061712033471520e-02 1.175624660363887131e+00
5.456483166111746747e-02 1.176084959612716974e+00
5.478912866290615996e-02 1.176560901074614307e+00
5.502106930803062068e-02 1.177034300017846702e+00
5.526132642798659012e-02 1.177363311777106958e+00
5.551074507756851434e-02 1.177390464674980208e+00
5.577296428505036652e-02 1.177103595553577131e+00
5.605135064106852444e-02 1.176669829836697767e+00
5.634483112761702606e-02 1.176287140353850180e+00
5.664472717383667311e-02 1.175957411584706680e+00
5.693806445326051596e-02 1.175541065087373216e+00
5.721611868028590037e-02 1.175058686484226067e+00
5.747785375122609758e-02 1.174699487614436988e+00
5.772684297491176980e-02 1.174622476753931277e+00
5.796762219898869001e-02 1.174869492985064490e+00
5.820389294214416837e-02 1.175382316765055890e+00
5.843808171711505073e-02 1.176042371074161652e+00
5.867248917363788313e-02 1.176707807422618046e+00
5.890938340683764263e-02 1.177232557011586245e+00
5.915109344125608209e-02 1.177490704594154503e+00
5.940117164765987279e-02 1.177423617600150463e+00
5.966398083798488128e-02 1.177082998082570109e+00
5.994294491135766789e-02 1.176636717980052982e+00
6.023695631600570893e-02 1.176260482425043108e+00
6.053728268721195183e-02 1.175943400054027421e+00
6.083091040911932368e-02 1.175542151275259517e+00
6.110911124099967229e-02 1.175092713719128490e+00
