1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e-01
9.000000000000000222e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e-01
9.499999999115731342e-01 5.000000009041361687e-02 0.000000000000000000e+00 2.500000000000000000e-01
1.000000000000000000e+00 1.000000001808272337e-01 0.000000000000000000e+00 2.500000000000000000e-01
8.000000000000000444e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e-01
8.499998432047147778e-01 5.000016655973794216e-02 0.000000000000000000e+00 2.500000000000000000e-01
8.999998335306623742e-01 1.000001666501667136e-01 0.000000000000000000e+00 2.500000000000000000e-01
9.499998334422332658e-01 1.500001667405806705e-01 0.000000000000000000e+00 2.500000000000000000e-01
1.000000000000000000e+00 2.000003333003341210e-01 0.000000000000000000e+00 2.500000000000000000e-01
6.999999999999999556e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e-01
7.499635950480644242e-01 5.004291214323666054e-02 0.000000000000000000e+00 2.500000000000000000e-01
7.999572537352369617e-01 1.000430801105923612e-01 0.000000000000000000e+00 2.500000000000000000e-01
8.499569296693653131e-01 1.500430803000646907e-01 0.000000000000000000e+00 2.500000000000000000e-01
8.999569199677404097e-01 2.000430803943968328e-01 0.000000000000000000e+00 2.500000000000000000e-01
9.499570863480871763e-01 2.500432469542394620e-01 0.000000000000000000e+00 2.500000000000000000e-01
1.000000000000000000e+00 3.000861606081447475e-01 0.000000000000000000e+00 2.500000000000000000e-01
5.999999999999999778e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e-01
6.488975812798500886e-01 5.172267526324376280e-02 0.000000000000000000e+00 2.500000000000000000e-01
6.983242687326369769e-01 1.017673671928336632e-01 0.000000000000000000e+00 2.500000000000000000e-01
7.482393824785539271e-01 1.517680116159133008e-01 0.000000000000000000e+00 2.500000000000000000e-01
7.982322904259094853e-01 2.017680742991225795e-01 0.000000000000000000e+00 2.500000000000000000e-01
8.482319323418138213e-01 2.517680788305601269e-01 0.000000000000000000e+00 2.500000000000000000e-01
8.982320879339739106e-01 3.017682455681475195e-01 0.000000000000000000e+00 2.500000000000000000e-01
9.482750013843129766e-01 3.518111592260623754e-01 0.000000000000000000e+00 2.500000000000000000e-01
1.000000000000000000e+00 4.035361578439799479e-01 0.000000000000000000e+00 2.500000000000000000e-01
5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e-01
5.463087621650458692e-01 6.384529111217790431e-02 -6.248917758700817547e-30 2.500000000000000000e-01
5.890663600443849512e-01 1.155530885403950603e-01 9.067173927254551814e-30 2.500000000000000000e-01
6.354560837817904151e-01 1.656285663354886140e-01 7.292096779662180897e-30 2.500000000000000000e-01
6.845030459329179973e-01 2.156524717238632038e-01 1.009881701289690391e-30 2.500000000000000000e-01
7.343541730437556092e-01 2.656594887212082590e-01 9.065658265226081703e-31 2.500000000000000000e-01
7.843402126954637232e-01 3.156605209895847475e-01 8.237529789565239983e-31 2.500000000000000000e-01
8.343395879191114473e-01 3.656607693878097254e-01 7.497053090669633601e-31 2.500000000000000000e-01
8.843824743994023185e-01 4.157036866849752599e-01 6.823414247510713991e-31 2.500000000000000000e-01
9.361074724644032896e-01 4.674286853844644707e-01 6.190685672770094260e-31 2.500000000000000000e-01
1.000000000000000000e+00 5.313212129249489379e-01 1.097848499796193052e-30 2.500000000000000000e-01
3.999999999999999112e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e-01
4.536912382012987521e-01 6.384529061747477863e-02 0.000000000000000000e+00 2.500000000000000000e-01
