1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.166666666666666297e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.583333333333332593e-01 4.166666666666666435e-02 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 8.333333333333332871e-02 0.000000000000000000e+00 1.000000000000000000e+00
8.333333333333333703e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.750000000000000000e-01 4.166666666666666435e-02 0.000000000000000000e+00 1.000000000000000000e+00
9.166666666666667407e-01 8.333333333333332871e-02 0.000000000000000000e+00 1.000000000000000000e+00
9.583333333333333703e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.666666666666666574e-01 0.000000000000000000e+00 1.000000000000000000e+00
7.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.916666666666666297e-01 4.166666666666666435e-02 0.000000000000000000e+00 1.000000000000000000e+00
8.333333333333333703e-01 8.333333333333332871e-02 0.000000000000000000e+00 1.000000000000000000e+00
8.750000000000000000e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000000e+00
